Donation ID,Giving Entity ID,Fundraiser,Amount Donated,Date,Type of Gift,Donor Name,Type of Donor,Earmarked Fund,Center,"""Thank You"" sent?",Matching Info,Notes,,,,,,,,,,,,,,,,,,,,,,,,,
IND1418-20200229-0001,IND1418,Training and Staff Development; CAAEYC 2020,$20.00 ,2/29/2020,Direct Donation,Riley Cook 1418,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1419-20071022-0001,IND1419,Halloween Party,$35.00 ,10/22/2007,Direct Donation,Jordan Murphy 1419,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1429-20200116-0001,IND1429,Training and Staff Development; CAAEYC 2020,$100.00 ,1/16/2020,Direct Donation,Harper Young 1429,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1434-20161129-0001,IND1434,Unprompted,$10.00 ,11/29/2016,Direct Donation,Jordan Lewis 1434,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1440-20200130-0001,IND1440,Training and Staff Development; CAAEYC 2020,$50.00 ,1/30/2020,Direct Donation,Logan Phillips 1440,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1443-20121011-0001,IND1443,Cafe Wednesdays,$4.00 ,10/11/2012,Direct Donation,Spencer Allen 1443,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1446-20150515-0001,IND1446,Music Class Fundraiser,$25.00 ,5/15/2015,Direct Donation,Drew Clark 1446,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1462-20161018-0001,IND1462,Music Class Fundraiser,$100.00 ,10/18/2016,Direct Donation,Sam Clark 1462,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1462-20191219-0001,IND1462,Unprompted,$50.00 ,12/19/2019,Direct Donation,Sam Clark 1462,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1463-20161129-0001,IND1463,Unprompted,$25.00 ,11/29/2016,Direct Donation,Jesse Brown 1463,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1469-20170208-0001,IND1469,Cafe Wednesdays,$200.00 ,2/8/2017,Direct Donation,Payton Carter 1469,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1475-20071031-0001,IND1475,Halloween Party,$20.00 ,10/31/2007,Direct Donation,Avery Brown 1475,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1479-20071025-0001,IND1479,Halloween Party,$30.00 ,10/25/2007,Direct Donation,Aubrey Smith 1479,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1502-20200116-0003,IND1502,Training and Staff Development; CAAEYC 2020,$16.66 ,1/16/2020,Shirt Sale,Frankie Torres 1502,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1502-20200213-0002,IND1502,Training and Staff Development; CAAEYC 2020,$25.00 ,2/13/2020,Direct Donation,Frankie Torres 1502,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1505-20081006-0001,IND1505,Furniture Sale,$300.00 ,10/6/2008,Misc Item Sale,Logan Lewis 1505,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1505-20081006-0002,IND1505,Furniture Sale,$350.00 ,10/6/2008,Misc Item Sale,Logan Lewis 1505,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1437-20150728-0001,UNK1437,Unprompted,$100.00 ,7/28/2015,Direct Donation,Taylor Rivera 1437,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1508-20130524-0001,UNK1508,Training and Staff Development; CAAEYC 2013,$117.50 ,5/24/2013,Direct Donation,"Antique Portraiture, Inc.",Corporate,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1510-20110614-0001,UNK1510,Big Sunday Reimbursement,$396.93 ,6/14/2011,Direct Donation,Big Sunday,Corporate,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1513-20100805-0001,UNK1513,Child Related Research Fundraiser,$10.00 ,8/5/2010,Direct Donation,"Child Related Research, Inc.",Corporate,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1513-20101028-0001,UNK1513,Child Related Research Fundraiser,$10.00 ,10/28/2010,Direct Donation,"Child Related Research, Inc.",Corporate,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1514-20111013-0001,UNK1514,Noise Remediation Fundraiser,"$2,500.00 ",10/13/2011,Grant,City Of Los Angeles Giving Fund (ASNC),Political,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1519-20130628-0001,UNK1519,T-Shirt Fundraiser,$187.36 ,6/28/2013,Shirt Sale,Custom Ink,Corporate,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1521-20120203-0001,UNK1521,Discount School Supply Refund Of Overpayment,$285.22 ,2/3/2012,Direct Donation,Discount School Supply,Corporate,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1523-20190214-0001,UNK1523,Unprompted,$50.00 ,2/14/2019,Direct Donation,Drivewise Auto,Corporate,Unrestricted,C-LCV,,Lucila Bellomo Caro (match),DRIVEWISE AUTO FOR LUCILA CARO LCV DONATION,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1528-20101118-0003,UNK1528,Goodsearch / Goodshop Fundraiser,$55.29 ,11/18/2010,Percentage of Purchase,Goodsearch / Goodshop,Corporate,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1531-20110418-0001,UNK1531,Noise Remediation Fundraiser,$500.00 ,4/18/2011,Direct Donation,"Hearts That Care, Inc.",Corporate,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1541-20140107-0001,UNK1541,Label Daddy Fundraiser,$8.00 ,1/7/2014,Percentage of Purchase,Label Daddy,Corporate,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1541-20140305-0001,UNK1541,Label Daddy Fundraiser,$16.99 ,3/5/2014,Percentage of Purchase,Label Daddy,Corporate,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1541-20140819-0001,UNK1541,Label Daddy Fundraiser,$10.00 ,8/19/2014,Percentage of Purchase,Label Daddy,Corporate,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1542-20090501-0001,UNK1542,Picture Day 2009,$137.31 ,5/1/2009,Percentage of Purchase,Lifetouch National School Studios,Corporate,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1542-20091222-0001,UNK1542,Picture Day 2009,$140.46 ,12/22/2009,Percentage of Purchase,Lifetouch National School Studios,Corporate,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1542-20100115-0001,UNK1542,Picture Day 2010,$149.84 ,1/15/2010,Percentage of Purchase,Lifetouch National School Studios,Corporate,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1542-20100204-0001,UNK1542,Picture Day 2010,$42.60 ,2/4/2010,Percentage of Purchase,Lifetouch National School Studios,Corporate,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1542-20100604-0001,UNK1542,Picture Day 2010,$90.25 ,6/4/2010,Percentage of Purchase,Lifetouch National School Studios,Corporate,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1542-20101207-0001,UNK1542,Picture Day 2010,$106.00 ,12/7/2010,Percentage of Purchase,Lifetouch National School Studios,Corporate,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1542-20110124-0001,UNK1542,Picture Day 2011,$59.86 ,1/24/2011,Percentage of Purchase,Lifetouch National School Studios,Corporate,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1542-20110524-0001,UNK1542,Picture Day 2011,$147.93 ,5/24/2011,Percentage of Purchase,Lifetouch National School Studios,Corporate,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1542-20120511-0001,UNK1542,Picture Day 2012,$87.78 ,5/11/2012,Percentage of Purchase,Lifetouch National School Studios,Corporate,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1542-20121117-0001,UNK1542,Picture Day 2012,$109.24 ,11/17/2012,Percentage of Purchase,Lifetouch National School Studios,Corporate,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1542-20130521-0001,UNK1542,Picture Day 2013,$99.52 ,5/21/2013,Percentage of Purchase,Lifetouch National School Studios,Corporate,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1542-20131127-0001,UNK1542,Picture Day 2013,$120.50 ,11/27/2013,Percentage of Purchase,Lifetouch National School Studios,Corporate,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1542-20140529-0001,UNK1542,Picture Day 2014,$141.66 ,5/29/2014,Percentage of Purchase,Lifetouch National School Studios,Corporate,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1542-20141119-0001,UNK1542,Picture Day 2014,$162.74 ,11/19/2014,Percentage of Purchase,Lifetouch National School Studios,Corporate,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1542-20150605-0001,UNK1542,Picture Day 2015,$116.52 ,6/5/2015,Percentage of Purchase,Lifetouch National School Studios,Corporate,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1542-20151116-0001,UNK1542,Picture Day 2016,$129.96 ,11/16/2015,Percentage of Purchase,Lifetouch National School Studios,Corporate,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1542-20160503-0001,UNK1542,Picture Day 2016,$165.99 ,5/3/2016,Percentage of Purchase,Lifetouch National School Studios,Corporate,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1542-20170525-0002,UNK1542,Picture Day 2017,$155.26 ,5/25/2017,Percentage of Purchase,Lifetouch National School Studios,Corporate,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1542-20170906-0001,UNK1542,Picture Day 2017,$140.49 ,9/6/2017,Percentage of Purchase,Lifetouch National School Studios,Corporate,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1542-20171114-0001,UNK1542,Picture Day 2017,$118.54 ,11/14/2017,Percentage of Purchase,Lifetouch National School Studios,Corporate,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1542-20180524-0001,UNK1542,Picture Day 2018,$154.15 ,5/24/2018,Percentage of Purchase,Lifetouch National School Studios,Corporate,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1542-20181002-0001,UNK1542,Picture Day 2018,$216.43 ,10/2/2018,Percentage of Purchase,Lifetouch National School Studios,Corporate,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1542-20190413-0001,UNK1542,Picture Day 2019,$174.24 ,4/13/2019,Percentage of Purchase,Lifetouch National School Studios,Corporate,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1543-20161102-0001,UNK1543,Unprompted,$90.00 ,11/2/2016,Direct Donation,"Loc, Inc.",Foundation,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1544-20111227-0001,UNK1544,Noise Remediation Fundraiser,"$2,550.00 ",12/27/2011,Grant,Los Angeles Neighborhood Initiative,Political,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1549-20091207-0001,UNK1549,Letter Campaign 2009,$750.00 ,12/7/2009,Grant,Mount Washington Association,Foundation,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1571-20120130-0001,UNK1571,Noise Remediation Fundraiser,$100.00 ,1/30/2012,Direct Donation,Wells Fargo Foundation,Foundation,Unrestricted,C-LCV,,Duvon and Karen Davis (match),,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1574-20101215-0001,UNK1574,Unprompted,$100.00 ,12/15/2010,Direct Donation,Roberts Family Trust,Foundation,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNK1575-20201002-0001,UNK1575,Unprompted,"$1,000.00 ",10/2/2020,Direct Donation,The Vazomica Foundation,Foundation,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20101123-0001,,Art Sale 2010,$110.00 ,11/23/2010,Misc Item Sale,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20130430-0001,,Birthday Fundraiser,$100.00 ,4/30/2013,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20090323-0001,,Breakfast to Go Fundraiser,$161.55 ,3/23/2009,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20090421-0001,,Breakfast to Go Fundraiser,$188.00 ,4/21/2009,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20090601-0001,,Breakfast to Go Fundraiser,$150.50 ,6/1/2009,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20090617-0001,,Breakfast to Go Fundraiser,$125.75 ,6/17/2009,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20090708-0001,,Breakfast to Go Fundraiser,$6.00 ,7/8/2009,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20090708-0002,,Breakfast to Go Fundraiser,$173.00 ,7/8/2009,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20091125-0001,,Breakfast to Go Fundraiser,$94.00 ,11/25/2009,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20090403-0001,,Bunny Fundraiser,$82.00 ,4/3/2009,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20090421-0002,,Bunny Fundraiser,$21.00 ,4/21/2009,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20090903-0001,,Cafe Wednesdays,$99.00 ,9/3/2009,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20091006-0001,,Cafe Wednesdays,$131.50 ,10/6/2009,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20100122-0001,,Cafe Wednesdays,$95.20 ,1/22/2010,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20100222-0001,,Cafe Wednesdays,$17.00 ,2/22/2010,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20100318-0001,,Cafe Wednesdays,$131.91 ,3/18/2010,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20100325-0001,,Cafe Wednesdays,$8.00 ,3/25/2010,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20100604-0001,,Cafe Wednesdays,$116.00 ,6/4/2010,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20100722-0001,,Cafe Wednesdays,$139.35 ,7/22/2010,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20100805-0001,,Cafe Wednesdays,$10.00 ,8/5/2010,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20100916-0001,,Cafe Wednesdays,$72.52 ,9/16/2010,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20100927-0001,,Cafe Wednesdays,$8.00 ,9/27/2010,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20110126-0001,,Cafe Wednesdays,$58.00 ,1/26/2011,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20110401-0001,,Cafe Wednesdays,$113.75 ,4/1/2011,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20110527-0001,,Cafe Wednesdays,$160.50 ,5/27/2011,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20111212-0001,,Cafe Wednesdays,$93.50 ,12/12/2011,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20120113-0001,,Cafe Wednesdays,$128.00 ,1/13/2012,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20120203-0001,,Cafe Wednesdays,$118.00 ,2/3/2012,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20120316-0001,,Cafe Wednesdays,$100.00 ,3/16/2012,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20120322-0001,,Cafe Wednesdays,$8.00 ,3/22/2012,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20120404-0001,,Cafe Wednesdays,$89.00 ,4/4/2012,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20120406-0001,,Cafe Wednesdays,$7.00 ,4/6/2012,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20120412-0001,,Cafe Wednesdays,$8.50 ,4/12/2012,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20120504-0001,,Cafe Wednesdays,$110.00 ,5/4/2012,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20120608-0001,,Cafe Wednesdays,$92.00 ,6/8/2012,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20120627-0001,,Cafe Wednesdays,$8.00 ,6/27/2012,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20120717-0001,,Cafe Wednesdays,$109.00 ,7/17/2012,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20120803-0001,,Cafe Wednesdays,$80.00 ,8/3/2012,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20120907-0001,,Cafe Wednesdays,$68.00 ,9/7/2012,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20121004-0001,,Cafe Wednesdays,$76.00 ,10/4/2012,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20121109-0001,,Cafe Wednesdays,$71.05 ,11/9/2012,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20130118-0001,,Cafe Wednesdays,$106.00 ,1/18/2013,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20130208-0001,,Cafe Wednesdays,$88.00 ,2/8/2013,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20130208-0002,,Cafe Wednesdays,$12.00 ,2/8/2013,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20130308-0001,,Cafe Wednesdays,$85.00 ,3/8/2013,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20130403-0001,,Cafe Wednesdays,$65.00 ,4/3/2013,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20130418-0001,,Cafe Wednesdays,$10.00 ,4/18/2013,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20130503-0001,,Cafe Wednesdays,$100.00 ,5/3/2013,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20130524-0001,,Cafe Wednesdays,$3.00 ,5/24/2013,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20130606-0001,,Cafe Wednesdays,$77.00 ,6/6/2013,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20130607-0001,,Cafe Wednesdays,$10.00 ,6/7/2013,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20130628-0001,,Cafe Wednesdays,$5.00 ,6/28/2013,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20130718-0001,,Cafe Wednesdays,$58.15 ,7/18/2013,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20130809-0001,,Cafe Wednesdays,$88.00 ,8/9/2013,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20130905-0001,,Cafe Wednesdays,$72.00 ,9/5/2013,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20131003-0001,,Cafe Wednesdays,$67.00 ,10/3/2013,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20131108-0001,,Cafe Wednesdays,$56.00 ,11/8/2013,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20131213-0001,,Cafe Wednesdays,$51.00 ,12/13/2013,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20140110-0001,,Cafe Wednesdays,$85.00 ,1/10/2014,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20140221-0001,,Cafe Wednesdays,$105.00 ,2/21/2014,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20140306-0001,,Cafe Wednesdays,$101.00 ,3/6/2014,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20140402-0001,,Cafe Wednesdays,$81.50 ,4/2/2014,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20140516-0001,,Cafe Wednesdays,$106.00 ,5/16/2014,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20140604-0001,,Cafe Wednesdays,$113.00 ,6/4/2014,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20140807-0001,,Cafe Wednesdays,$76.00 ,8/7/2014,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20140904-0001,,Cafe Wednesdays,$55.00 ,9/4/2014,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20141003-0001,,Cafe Wednesdays,$63.00 ,10/3/2014,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20141107-0001,,Cafe Wednesdays,$77.00 ,11/7/2014,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20141204-0001,,Cafe Wednesdays,$10.00 ,12/4/2014,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20141204-0002,,Cafe Wednesdays,$61.00 ,12/4/2014,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20150109-0001,,Cafe Wednesdays,$73.00 ,1/9/2015,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20150205-0001,,Cafe Wednesdays,$93.00 ,2/5/2015,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20150304-0001,,Cafe Wednesdays,$84.00 ,3/4/2015,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20150605-0001,,Cafe Wednesdays,$85.00 ,6/5/2015,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC-20150805-0001,,Cafe Wednesdays,$105.55 ,8/5/2015,Direct Donation,Misc. Parent,Personal,Unrestricted,C-LCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
