Giving Entity ID,FamilyID,Full Name,First Name,Last Name,Email Address,Email Address 2,Full Address,Street Address,City,State,ZIP,Phone Number,Child(ren) Enrolled,Photo Release Signed?,Connection,Center,Send via,Phrase,ALIVE,In/Out,Total Donated,Number of Donations,Date of Most Recent Donation,Amount of Most Recent Donation,Cause of Most Recent Gift,Most Recent Thank You Letter Sent,NOTES,TAGS,,
IND0246,,Alex Brown 880,Alex,Brown,donor880@example.com,,"1980 Main St, City1880, ST, 90001880",1980 Main St,City880,ST,9000880,555-000-880,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
IND0253,,Spencer Thompson 470,Spencer,Thompson,donor470@example.com,,"1570 Main St, City1470, ST, 90001470",1570 Main St,City470,ST,9000470,555-000-470,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
IND0271,,Jordan Murphy 506,Jordan,Murphy,donor506@example.com,,"1606 Main St, City1506, ST, 90001506",1606 Main St,City506,ST,9000506,555-000-506,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
IND0330,,Parker Torres 619,Parker,Torres,donor619@example.com,,"1719 Main St, City1619, ST, 90001619",1719 Main St,City619,ST,9000619,555-000-619,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
IND0342,,Hunter Morris 1389,Hunter,Morris,donor1389@example.com,,"2489 Main St, City2389, ST, 90002389",2489 Main St,City1389,ST,90001389,,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
IND0367,,Kendall Murphy 1192,Kendall,Murphy,donor1192@example.com,,"2292 Main St, City2192, ST, 90002192",2292 Main St,City1192,ST,90001192,555-000-1192,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
IND0372,,Blake White 904,Blake,White,donor904@example.com,,"2004 Main St, City1904, ST, 90001904",2004 Main St,City904,ST,9000904,,,N/A,Community,Community,post,see attached,Living,In,$400.00 ,6,12/29/2021,$125.00 ,,,,,,
IND0407,,Hunter Taylor 989,Hunter,Taylor,donor989@example.com,,"2089 Main St, City1989, ST, 90001989",2089 Main St,City989,ST,9000989,,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
IND0421,,Dylan Lopez 23,Dylan,Lopez,donor23@example.com,,"1123 Main St, City1023, ST, 90001023",1123 Main St,City23,ST,900023,555-000-23,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
IND0441,,Blake Phillips 984,Blake,Phillips,donor984@example.com,,"2084 Main St, City1984, ST, 90001984",2084 Main St,City984,ST,9000984,,,N/A,Community,Community,post,see attached,Living,In,,,,,,,,,,
IND0466,,Milan Thomas 317,Milan,Thomas,donor317@example.com,,"1417 Main St, City1317, ST, 90001317",1417 Main St,City317,ST,9000317,555-000-317,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
IND0508,,Sam Hall 125,Sam,Hall,donor125@example.com,,"1225 Main St, City1125, ST, 90001125",1225 Main St,City125,ST,9000125,555-000-125,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
IND0513,,Shannon Morris 348,Shannon,Morris,donor348@example.com,,"1448 Main St, City1348, ST, 90001348",1448 Main St,City348,ST,9000348,555-000-348,,N/A,Former Parent,C-LCV,post,see attached,Living,In,$590.00 ,12,5/20/2015,$50.00 ,,,,,,
IND0526,,Eden Rivera 115,Eden,Rivera,donor115@example.com,,"1215 Main St, City1115, ST, 90001115",1215 Main St,City115,ST,9000115,555-000-115,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
IND0534,,Dakota Perez 16,Dakota,Perez,donor16@example.com,,"1116 Main St, City1016, ST, 90001016",1116 Main St,City16,ST,900016,555-000-16,,N/A,Former Parent,C-JP,post,see attached,Living,In,$20.00 ,1,2/29/2020,$20.00 ,,,,,,
IND0547,,Taylor Nguyen 1002,Taylor,Nguyen,donor1002@example.com,,"2102 Main St, City2002, ST, 90002002",2102 Main St,City1002,ST,90001002,,,N/A,Community,Community,post,see attached,Living,In,,,,,,,,,,
IND0557,,Dakota Cook 1216,Dakota,Cook,donor1216@example.com,,"2316 Main St, City2216, ST, 90002216",2316 Main St,City1216,ST,90001216,555-000-1216,,N/A,Parent,C-TD,post,see attached,Living,In,,,,,,,,,,
IND0583,,Alex Scott 1440,Alex,Scott,donor1440@example.com,,"2540 Main St, City2440, ST, 90002440",2540 Main St,City1440,ST,90001440,,,N/A,Community,Community,post,see attached,Living,In,,,,,,,,,,
IND0585,,Casey Allen 1244,Casey,Allen,donor1244@example.com,,"2344 Main St, City2244, ST, 90002244",2344 Main St,City1244,ST,90001244,,,N/A,Community,Community,post,see attached,Living,In,$370.00 ,5,12/26/2016,$100.00 ,,,,,,
IND0608,,Parker Allen 1219,Parker,Allen,donor1219@example.com,,"2319 Main St, City2219, ST, 90002219",2319 Main St,City1219,ST,90001219,555-000-1219,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
IND0611,,Jordan Walker 626,Jordan,Walker,donor626@example.com,,"1726 Main St, City1626, ST, 90001626",1726 Main St,City626,ST,9000626,,,N/A,Community,Community,post,see attached,Living,In,,,,,,,,,,
IND0613,,Morgan Lopez 1483,Morgan,Lopez,donor1483@example.com,,"2583 Main St, City2483, ST, 90002483",2583 Main St,City1483,ST,90001483,555-000-1483,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
IND0635,,Jesse Edwards 457,Jesse,Edwards,donor457@example.com,,"1557 Main St, City1457, ST, 90001457",1557 Main St,City457,ST,9000457,555-000-457,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
IND0637,,Jesse Walker 377,Jesse,Walker,donor377@example.com,,"1477 Main St, City1377, ST, 90001377",1477 Main St,City377,ST,9000377,,,N/A,Former Board Member,Community,post,see attached,Living,In,$0.00 ,1,No Donations,$0.00 ,,,,,,
IND0718,,Riley Scott 1370,Riley,Scott,donor1370@example.com,,"2470 Main St, City2370, ST, 90002370",2470 Main St,City1370,ST,90001370,555-000-1370,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
IND0739,,Emerson Johnson 142,Emerson,Johnson,donor142@example.com,,"1242 Main St, City1142, ST, 90001142",1242 Main St,City142,ST,9000142,555-000-142,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
IND0751,,Dylan Morris 623,Dylan,Morris,donor623@example.com,,"1723 Main St, City1623, ST, 90001623",1723 Main St,City623,ST,9000623,555-000-623,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
IND0808,,Emerson Lewis 462,Emerson,Lewis,donor462@example.com,,"1562 Main St, City1462, ST, 90001462",1562 Main St,City462,ST,9000462,555-000-462,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
IND0814,,Sawyer Perez 1399,Sawyer,Perez,donor1399@example.com,,"2499 Main St, City2399, ST, 90002399",2499 Main St,City1399,ST,90001399,555-000-1399,,N/A,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
IND0826,,Riley Campbell 610,Riley,Campbell,donor610@example.com,,"1710 Main St, City1610, ST, 90001610",1710 Main St,City610,ST,9000610,555-000-610,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
IND0827,,Logan Rivera 1338,Logan,Rivera,donor1338@example.com,,"2438 Main St, City2338, ST, 90002338",2438 Main St,City1338,ST,90001338,555-000-1338,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
IND0830,,Blake Smith 944,Blake,Smith,donor944@example.com,,"2044 Main St, City1944, ST, 90001944",2044 Main St,City944,ST,9000944,555-000-944,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
IND0837,,Corey Adams 1347,Corey,Adams,donor1347@example.com,,"2447 Main St, City2347, ST, 90002347",2447 Main St,City1347,ST,90001347,555-000-1347,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
IND0839,,Eden Collins 1155,Eden,Collins,donor1155@example.com,,"2255 Main St, City2155, ST, 90002155",2255 Main St,City1155,ST,90001155,555-000-1155,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
IND0850,,Aubrey Taylor 393,Aubrey,Taylor,donor393@example.com,,"1493 Main St, City1393, ST, 90001393",1493 Main St,City393,ST,9000393,,,N/A,Community,Community,post,see attached,Living,In,,,,,,,,,,
IND0870,,Kendall Anderson 592,Kendall,Anderson,donor592@example.com,,"1692 Main St, City1592, ST, 90001592",1692 Main St,City592,ST,9000592,555-000-592,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
IND0880,,Kendall Cook 1272,Kendall,Cook,donor1272@example.com,,"2372 Main St, City2272, ST, 90002272",2372 Main St,City1272,ST,90001272,555-000-1272,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
IND0936,,Casey Thompson 684,Casey,Thompson,donor684@example.com,,"1784 Main St, City1684, ST, 90001684",1784 Main St,City684,ST,9000684,555-000-684,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
IND0953,,Elliot White 1414,Elliot,White,donor1414@example.com,,"2514 Main St, City2414, ST, 90002414",2514 Main St,City1414,ST,90001414,555-000-1414,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
IND0960,,Corey Wright 107,Corey,Wright,donor107@example.com,donor1072@example.com,"1207 Main St, City1107, ST, 90001107",1207 Main St,City107,ST,9000107,,,N/A,Community,Community,post,see attached,Living,In,,,,,,,,,,
IND0967,,Aubrey Collins 913,Aubrey,Collins,donor913@example.com,,"2013 Main St, City1913, ST, 90001913",2013 Main St,City913,ST,9000913,555-000-913,,N/A,Former Parent,C-JP,post,see attached,Living,In,$21.00 ,2,2/19/2020,$20.00 ,,,,,,
IND0975,,Quinn Taylor 88,Quinn,Taylor,donor88@example.com,,"1188 Main St, City1088, ST, 90001088",1188 Main St,City88,ST,900088,555-000-88,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
IND0978,,Dylan Smith 1063,Dylan,Smith,donor1063@example.com,,"2163 Main St, City2063, ST, 90002063",2163 Main St,City1063,ST,90001063,,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
IND0987,,Quinn Campbell 1248,Quinn,Campbell,donor1248@example.com,,"2348 Main St, City2248, ST, 90002248",2348 Main St,City1248,ST,90001248,,,N/A,Former Parent,Community,post,see attached,Living,In,,,,,,,,,,
IND0990,,Morgan Young 1323,Morgan,Young,donor1323@example.com,,"2423 Main St, City2323, ST, 90002323",2423 Main St,City1323,ST,90001323,555-000-1323,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
IND0999,,Kendall Roberts 512,Kendall,Roberts,donor512@example.com,,"1612 Main St, City1512, ST, 90001512",1612 Main St,City512,ST,9000512,,,N/A,Community,Community,post,see attached,Living,In,,,,,,,,,,
IND1006,,Parker Roberts 1019,Parker,Roberts,donor1019@example.com,,"2119 Main St, City2019, ST, 90002019",2119 Main St,City1019,ST,90001019,555-000-1019,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
IND1007,,Logan Harris 858,Logan,Harris,donor858@example.com,,"1958 Main St, City1858, ST, 90001858",1958 Main St,City858,ST,9000858,555-000-858,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
IND1017,,Aubrey Mitchell 1193,Aubrey,Mitchell,donor1193@example.com,,"2293 Main St, City2193, ST, 90002193",2293 Main St,City1193,ST,90001193,555-000-1193,,N/A,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
IND1034,,Dakota Stewart 376,Dakota,Stewart,donor376@example.com,,"1476 Main St, City1376, ST, 90001376",1476 Main St,City376,ST,9000376,,,N/A,Community,Community,post,see attached,Living,In,$775.00 ,9,1/31/2020,$50.00 ,,,,,,
IND1041,,Jordan Roberts 361,Jordan,Roberts,donor361@example.com,,,1461 Main St,City361,ST,9000361,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1042,,Sydney Adams 60,Sydney,Adams,donor60@example.com,,,1160 Main St,City60,ST,900060,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1043,,Dakota Morris 96,Dakota,Morris,donor96@example.com,,,1196 Main St,City96,ST,900096,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1044,,Riley Allen 130,Riley,Allen,donor130@example.com,,,1230 Main St,City130,ST,9000130,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1045,,Charlie Roberts 13,Charlie,Roberts,donor13@example.com,,,1113 Main St,City13,ST,900013,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1046,,Alex Smith 80,Alex,Smith,donor80@example.com,,,1180 Main St,City80,ST,900080,,,N/A,Community,Community,email,click here,Living,In,$200.00 ,1,12/22/2017,$200.00 ,,,,,,
IND1047,,Jesse Nguyen 17,Jesse,Nguyen,donor17@example.com,,,1117 Main St,City17,ST,900017,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1048,,Emerson Edwards 22,Emerson,Edwards,donor22@example.com,,,1122 Main St,City22,ST,900022,,,N/A,Former Board Member,Community,email,click here,Living,In,,,,,,,,,,
IND1049,,Robin Hall 621,Robin,Hall,donor621@example.com,,,1721 Main St,City621,ST,9000621,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1050,,Spencer Campbell 30,Spencer,Campbell,donor30@example.com,,,1130 Main St,City30,ST,900030,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1051,,Alex Rogers 40,Alex,Rogers,donor40@example.com,,,1140 Main St,City40,ST,900040,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1052,,Drew Murphy 47,Drew,Murphy,donor47@example.com,,,1147 Main St,City47,ST,900047,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1053,,Quinn Lopez 48,Quinn,Lopez,donor48@example.com,,,1148 Main St,City48,ST,900048,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1054,,Skylar Cook 49,Skylar,Cook,donor49@example.com,,,1149 Main St,City49,ST,900049,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1055,,Brooklyn Lopez 74,Brooklyn,Lopez,donor74@example.com,,,1174 Main St,City74,ST,900074,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1056,,Milan Clark 77,Milan,Clark,donor77@example.com,,,1177 Main St,City77,ST,900077,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1058,,Parker Torres 99,Parker,Torres,donor99@example.com,,,1199 Main St,City99,ST,900099,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1059,,Elliot Perez 94,Elliot,Perez,donor94@example.com,,,1194 Main St,City94,ST,900094,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1060,,Harper Lopez 95,Harper,Lopez,donor95@example.com,,,1195 Main St,City95,ST,900095,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1061,,Reese Evans 111,Reese,Evans,donor111@example.com,,,1211 Main St,City111,ST,9000111,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1062,,Aubrey Wright 113,Aubrey,Wright,donor113@example.com,,,1213 Main St,City113,ST,9000113,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1063,,Shannon Phillips 108,Shannon,Phillips,donor108@example.com,,,1208 Main St,City108,ST,9000108,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1064,,Spencer Walker 110,Spencer,Walker,donor110@example.com,,,1210 Main St,City110,ST,9000110,,,N/A,Community,Community,email,click here,Living,In,"$1,400.00 ",5,1/9/2015,$100.00 ,,,,,,
IND1065,,Jamie Cook 126,Jamie,Cook,donor126@example.com,,,1226 Main St,City126,ST,9000126,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1066,,Charlie Collins 133,Charlie,Collins,donor133@example.com,,,1233 Main St,City133,ST,9000133,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1067,,Harper Stewart 135,Harper,Stewart,donor135@example.com,,,1235 Main St,City135,ST,9000135,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1068,,Cameron Parker 11,Cameron,Parker,donor11@example.com,,,1111 Main St,City11,ST,900011,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1069,,Spencer Thompson 70,Spencer,Thompson,donor70@example.com,,,1170 Main St,City70,ST,900070,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1070,,Robin Rogers 141,Robin,Rogers,donor141@example.com,,,1241 Main St,City141,ST,9000141,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1071,,Blake Phillips 144,Blake,Phillips,donor144@example.com,,,1244 Main St,City144,ST,9000144,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1072,,Hunter Mitchell 109,Hunter,Mitchell,donor109@example.com,,,1209 Main St,City109,ST,9000109,,,N/A,Community,Community,email,click here,Living,In,$200.00 ,1,12/22/2016,$200.00 ,,,,,,
IND1073,,Kendall Wright 152,Kendall,Wright,donor152@example.com,,,1252 Main St,City152,ST,9000152,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1074,,Phoenix Adams 918,Phoenix,Adams,donor918@example.com,,,2018 Main St,City918,ST,9000918,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1075,,Eden Scott 875,Eden,Scott,donor875@example.com,,,1975 Main St,City875,ST,9000875,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1076,,Jordan Allen 161,Jordan,Allen,donor161@example.com,,,1261 Main St,City161,ST,9000161,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1077,,Blake Martin 184,Blake,Martin,donor184@example.com,,,1284 Main St,City184,ST,9000184,555-000-184,,N/A,Former Parent,C-JP,email,click here,Living,In,,,,,,,,,,
IND1078,,Drew Thompson 167,Drew,Thompson,donor167@example.com,,,1267 Main St,City167,ST,9000167,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1079,,Avery Cook 172,Avery,Cook,donor172@example.com,,,1272 Main St,City172,ST,9000172,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1080,,Dakota Stewart 176,Dakota,Stewart,donor176@example.com,,,1276 Main St,City176,ST,9000176,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1081,,Spencer Walker 190,Spencer,Walker,donor190@example.com,,,1290 Main St,City190,ST,9000190,555-000-190,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1082,,Jordan Lewis 201,Jordan,Lewis,donor201@example.com,,,1301 Main St,City201,ST,9000201,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1083,,Kendall Cook 192,Kendall,Cook,donor192@example.com,,,1292 Main St,City192,ST,9000192,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1084,,Aubrey Nguyen 1233,Aubrey,Nguyen,donor1233@example.com,,,2333 Main St,City1233,ST,90001233,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1085,,Hunter Adams 189,Hunter,Adams,donor189@example.com,,,1289 Main St,City189,ST,9000189,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1086,,Morgan Stewart 203,Morgan,Stewart,donor203@example.com,,,1303 Main St,City203,ST,9000203,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1087,,Charlie Morris 213,Charlie,Morris,donor213@example.com,,,1313 Main St,City213,ST,9000213,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1088,,Dylan Evans 303,Dylan,Evans,donor303@example.com,,,1403 Main St,City303,ST,9000303,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1089,,Logan Rogers 218,Logan,Rogers,donor218@example.com,,,1318 Main St,City218,ST,9000218,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1090,,Harper Collins 375,Harper,Collins,donor375@example.com,,,1475 Main St,City375,ST,9000375,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1091,,Blake Scott 224,Blake,Scott,donor224@example.com,,,1324 Main St,City224,ST,9000224,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1092,,Jordan Hall 226,Jordan,Hall,donor226@example.com,,,1326 Main St,City226,ST,9000226,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1093,,Reese Flores 231,Reese,Flores,donor231@example.com,,,1331 Main St,City231,ST,9000231,,,N/A,Former Board Member,Community,email,click here,Living,In,,,,,,,,,,
IND1094,,Phoenix Campbell 238,Phoenix,Campbell,donor238@example.com,,,1338 Main St,City238,ST,9000238,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1095,,Sawyer Cook 239,Sawyer,Cook,donor239@example.com,,,1339 Main St,City239,ST,9000239,,,N/A,Community,Community,email,click here,Living,In,$100.00 ,1,1/29/2020,$100.00 ,,,,,,
IND1096,,Morgan Parker 243,Morgan,Parker,donor243@example.com,donor2432@example.com,,1343 Main St,City243,ST,9000243,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1097,,Casey Rivera 244,Casey,Rivera,donor244@example.com,,,1344 Main St,City244,ST,9000244,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1098,,Drew Anderson 247,Drew,Anderson,donor247@example.com,,,1347 Main St,City247,ST,9000247,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1099,,Elliot Thomas 894,Elliot,Thomas,donor894@example.com,,,1994 Main St,City894,ST,9000894,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1100,,Emerson Edwards 262,Emerson,Edwards,donor262@example.com,,,1362 Main St,City262,ST,9000262,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1101,,Elliot Rivera 534,Elliot,Rivera,donor534@example.com,,,1634 Main St,City534,ST,9000534,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1102,,Kendall Edwards 272,Kendall,Edwards,donor272@example.com,,,1372 Main St,City272,ST,9000272,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1103,,Corey Morris 267,Corey,Morris,donor267@example.com,,,1367 Main St,City267,ST,9000267,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1104,,Parker Smith 219,Parker,Smith,donor219@example.com,,,1319 Main St,City219,ST,9000219,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1105,,Hunter Allen 869,Hunter,Allen,donor869@example.com,,,1969 Main St,City869,ST,9000869,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1106,,Drew White 567,Drew,White,donor567@example.com,,,1667 Main St,City567,ST,9000567,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1107,,Emerson Clark 302,Emerson,Clark,donor302@example.com,,,1402 Main St,City302,ST,9000302,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1108,,Jordan Campbell 306,Jordan,Campbell,donor306@example.com,,,1406 Main St,City306,ST,9000306,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1109,,Payton Torres 305,Payton,Torres,donor305@example.com,,,,,,,,,N/A,Community,Community,email,click here,Living,In,$100.00 ,1,1/28/2020,$100.00 ,,,,,,
IND1110,,Jesse White 97,Jesse,White,donor97@example.com,,,1197 Main St,City97,ST,900097,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1111,,Kendall Taylor 672,Kendall,Taylor,donor672@example.com,,,1772 Main St,City672,ST,9000672,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1112,,Skylar Hall 249,Skylar,Hall,donor249@example.com,,,1349 Main St,City249,ST,9000249,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1113,,Skylar Edwards 9,Skylar,Edwards,donor9@example.com,,,1109 Main St,City9,ST,90009,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1114,,Spencer Scott 1110,Spencer,Scott,donor1110@example.com,,,2210 Main St,City1110,ST,90001110,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1115,,Sam Johnson 405,Sam,Johnson,donor405@example.com,,,1505 Main St,City405,ST,9000405,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1116,,Quinn Smith 608,Quinn,Smith,donor608@example.com,,,1708 Main St,City608,ST,9000608,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1117,,Sam Johnson 325,Sam,Johnson,donor325@example.com,,,1425 Main St,City325,ST,9000325,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1118,,Dylan Wright 343,Dylan,Wright,donor343@example.com,,,1443 Main St,City343,ST,9000343,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1119,,Spencer Wright 350,Spencer,Wright,donor350@example.com,,,1450 Main St,City350,ST,9000350,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1120,,Casey Campbell 324,Casey,Campbell,donor324@example.com,,,1424 Main St,City324,ST,9000324,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1121,,Aubrey Stewart 353,Aubrey,Stewart,donor353@example.com,,,1453 Main St,City353,ST,9000353,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1122,,Blake Nguyen 384,Blake,Nguyen,donor384@example.com,,,1484 Main St,City384,ST,9000384,,,N/A,Community,Community,email,click here,Living,In,$125.00 ,4,1/26/2015,$25.00 ,,,,,,
IND1123,,Logan Murphy 378,Logan,Murphy,donor378@example.com,,,1478 Main St,City378,ST,9000378,,,N/A,Community,Community,email,click here,Living,In,"$1,400.00 ",20,1/25/2019,$30.00 ,,,,,,
IND1124,,Corey Morris 387,Corey,Morris,donor387@example.com,,,1487 Main St,City387,ST,9000387,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1125,,Casey Walker 1364,Casey,Walker,donor1364@example.com,,,2464 Main St,City1364,ST,90001364,555-000-1364,,N/A,Former Parent,C-JP,email,click here,Living,In,,,,,,,,,,
IND1126,,Payton Scott 385,Payton,Scott,donor385@example.com,,,1485 Main St,City385,ST,9000385,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1127,,Sawyer Allen 359,Sawyer,Allen,donor359@example.com,,,1459 Main St,City359,ST,9000359,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1128,,Reese Stewart 391,Reese,Stewart,donor391@example.com,,,1491 Main St,City391,ST,9000391,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1129,,Parker Smith 379,Parker,Smith,donor379@example.com,,,1479 Main St,City379,ST,9000379,,,N/A,Community,Community,email,click here,Living,In,$50.00 ,1,1/28/2020,$50.00 ,,,,,,
IND1130,,Harper Flores 335,Harper,Flores,donor335@example.com,,,1435 Main St,City335,ST,9000335,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1131,,Blake Flores 344,Blake,Flores,donor344@example.com,,,1444 Main St,City344,ST,9000344,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1132,,Brooklyn Brown 34,Brooklyn,Brown,donor34@example.com,,,1134 Main St,City34,ST,900034,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1133,,Cameron Edwards 411,Cameron,Edwards,donor411@example.com,,,1511 Main St,City411,ST,9000411,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
IND1134,,Avery Young 412,Avery,Young,donor412@example.com,,,1512 Main St,City412,ST,9000412,,,N/A,Community,Community,email,click here,Living,In,,,,,,,,,,
