EntityID,Entity Name,Primary Contact,Secondary Contact,Primary Email,Secondary Email,Entity Type,Active?,Address,Child(ren) Enrolled,Total Donated,Number of Donations,Date of Most Recent Donation,Amount of Most Recent Donation,Preferred Fundraiser(s),Notes,,,,,,,,,,,,
IND1213,Skylar Harris,Skylar Harris 689,,donor689@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1214,Shannon Thompson,Shannon Thompson 788,,donor788@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1215,Kendall Evans,Kendall Evans 792,,donor792@example.com,,Individual,Living,,,$400.00 ,3,12/31/2018,$100.00 ,,,,,,,,,,,,,,
IND1216,Morgan Clark,Morgan Clark 803,,donor803@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1217,Cameron Anderson,Cameron Anderson 811,,donor811@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1218,Payton Clark,Payton Clark 825,,donor825@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1219,Frankie Stewart,Frankie Stewart 836,,donor836@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1220,Elliot Murphy,Elliot Murphy 174,,donor174@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1221,Jordan Phillips,Jordan Phillips 841,,donor841@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1222,Jordan Smith,Jordan Smith 1,,donor1@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1223,Corey Anderson,Corey Anderson 67,,donor67@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1224,Sydney Allen,Sydney Allen 860,,donor860@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1225,Payton Mitchell,Payton Mitchell 865,,donor865@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1226,Reese Evans,Reese Evans 871,,donor871@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1227,Frankie Rivera,Frankie Rivera 876,,donor876@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1228,Phoenix Young,Phoenix Young 878,,donor878@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1229,Reese Torres,Reese Torres 831,,donor831@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1230,Taylor White,Taylor White 882,,donor882@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1231,Emerson Roberts,Emerson Roberts 822,,donor822@example.com,,Individual,Living,,ChildA-1822,,,,,,,,,,,,,,,,,,
IND1232,Blake Brown,Blake Brown 1224,,donor1224@example.com,,Individual,Living,,ChildA-2224,,,,,,,,,,,,,,,,,,
IND1233,Robin Phillips,Robin Phillips 941,,donor941@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1234,Skylar Thomas,Skylar Thomas 889,,donor889@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1235,Charlie Phillips,Charlie Phillips 893,,donor893@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1236,Harper Torres,Harper Torres 255,,donor255@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1237,Harper Rogers,Harper Rogers 895,,donor895@example.com,,Individual,Living,,,$200.00 ,1,12/31/2020,$200.00 ,,,,,,,,,,,,,,
IND1238,Spencer Flores,Spencer Flores 710,,donor710@example.com,,Individual,Living,,,$70.00 ,2,2/26/2020,$20.00 ,,,,,,,,,,,,,,
IND1239,Jordan Wright,Jordan Wright 921,,donor921@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1240,Quinn Stewart,Quinn Stewart 408,,donor408@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1241,Jamie Anderson,Jamie Anderson 926,,donor926@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1242,Skylar Lewis,Skylar Lewis 929,,donor929@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1243,Harper Rogers,Harper Rogers 455,,donor455@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1244,Cameron Clark,Cameron Clark 931,,donor931@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1245,Hunter Smith,Hunter Smith 949,,donor949@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1246,Emerson Clark,Emerson Clark 902,,donor902@example.com,,Individual,Living,,,$40.00 ,1,1/6/2012,$40.00 ,,,,,,,,,,,,,,
IND1247,Skylar Taylor,Skylar Taylor 969,,donor969@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1248,Dylan Wright,Dylan Wright 863,,donor863@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1249,Jesse Murphy,Jesse Murphy 257,,donor257@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1250,Corey Taylor,Corey Taylor 907,,donor907@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1252,Corey Scott,Corey Scott 947,,donor947@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1253,Reese Carter,Reese Carter 1431,,donor1431@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1254,Brooklyn Thompson,Brooklyn Thompson 954,,donor954@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1255,Frankie Perez,Frankie Perez 956,,donor956@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1256,Casey Roberts,Casey Roberts 964,,donor964@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1257,Drew Lopez,Drew Lopez 967,,donor967@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1258,Jamie Taylor,Jamie Taylor 966,,donor966@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1259,Charlie Stewart,Charlie Stewart 973,,donor973@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1260,Jesse Brown,Jesse Brown 977,,donor977@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1261,Sydney Campbell,Sydney Campbell 980,,donor980@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1262,Brooklyn Carter,Brooklyn Carter 994,,donor994@example.com,,Individual,Living,,,$50.00 ,1,1/31/2020,$50.00 ,,,,,,,,,,,,,,
IND1263,Reese Rivera,Reese Rivera 991,,donor991@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1264,Jordan Evans,Jordan Evans 1001,,donor1001@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1265,Quinn Walker,Quinn Walker 1008,,donor1008@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1266,Sydney Torres,Sydney Torres 1020,,donor1020@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1267,Dakota Walker,Dakota Walker 1336,,donor1336@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1269,Shannon Wright,Shannon Wright 1028,,donor1028@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1270,Kendall Murphy,Kendall Murphy 1032,,donor1032@example.com,,Individual,Living,,,$45.00 ,1,2/13/2020,$45.00 ,,,,,,,,,,,,,,
IND1271,Frankie Parker,Frankie Parker 1036,,donor1036@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1272,Elliot Harris,Elliot Harris 1014,,donor1014@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1273,Taylor Parker,Taylor Parker 162,,donor162@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1274,Corey Perez,Corey Perez 1067,,donor1067@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1275,Shannon Nguyen,Shannon Nguyen 1068,,donor1068@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1276,Sawyer Edwards,Sawyer Edwards 1079,,donor1079@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1277,Aubrey Rivera,Aubrey Rivera 1073,,donor1073@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1278,Cameron Stewart,Cameron Stewart 1051,,donor1051@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1279,Emerson Smith,Emerson Smith 1062,,donor1062@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1280,Alex Murphy,Alex Murphy 1080,,donor1080@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1281,Robin Rogers,Robin Rogers 661,,donor661@example.com,,Individual,Living,,,$50.00 ,1,12/23/2017,$50.00 ,,,,,,,,,,,,,,
IND1282,Casey Rogers,Casey Rogers 1084,,donor1084@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1283,Emerson Smith,Emerson Smith 982,,donor982@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1284,Jordan Collins,Jordan Collins 1466,,donor1466@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1285,Jesse Phillips,Jesse Phillips 1017,,donor1017@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1286,Skylar Rivera,Skylar Rivera 409,,donor409@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1287,Hunter Roberts,Hunter Roberts 1109,,donor1109@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1288,Kendall White,Kendall White 1112,,donor1112@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1289,Drew Rogers,Drew Rogers 1127,,donor1127@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1290,Alex Flores,Alex Flores 1120,,donor1120@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1291,Skylar Brown,Skylar Brown 1129,,donor1129@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1293,Emerson Scott,Emerson Scott 1102,,donor1102@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1294,Charlie Martin,Charlie Martin 1093,,donor1093@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1295,Eden Torres,Eden Torres 475,,donor475@example.com,,Individual,Living,,,$100.00 ,1,11/13/2013,$100.00 ,,,,,,,,,,,,,,
IND1296,Robin Evans,Robin Evans 1141,,donor1141@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1297,Sydney Parker,Sydney Parker 1140,,donor1140@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1298,Jamie Stewart,Jamie Stewart 1126,,donor1126@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1299,Harper Wright,Harper Wright 1135,,donor1135@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1300,Payton Walker,Payton Walker 1145,,donor1145@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1301,Brooklyn Perez,Brooklyn Perez 1474,,donor1474@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1302,Alex Lewis,Alex Lewis 240,,donor240@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1303,Jamie King,Jamie King 1166,,donor1166@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1304,Aubrey Brown,Aubrey Brown 1153,,donor1153@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1305,Kendall Clark,Kendall Clark 1152,,donor1152@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1306,Riley Phillips,Riley Phillips 1170,,donor1170@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1307,Hunter Johnson,Hunter Johnson 149,,donor149@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1308,Dakota Adams,Dakota Adams 1176,,donor1176@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1309,Jesse Lewis,Jesse Lewis 1177,,donor1177@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1310,Sydney Anderson,Sydney Anderson 1180,,donor1180@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1311,Shannon Johnson,Shannon Johnson 1188,,donor1188@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1313,Jordan Rivera,Jordan Rivera 681,,donor681@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1315,Reese Rivera,Reese Rivera 1191,,donor1191@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1316,Blake Thompson,Blake Thompson 1184,,donor1184@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1317,Eden Morris,Eden Morris 1195,,donor1195@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1318,Brooklyn Thompson,Brooklyn Thompson 1194,,donor1194@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1319,Frankie Roberts,Frankie Roberts 1196,,donor1196@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1320,Jordan Murphy,Jordan Murphy 1201,,donor1201@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1321,Parker Rogers,Parker Rogers 1379,,donor1379@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1322,Corey Martin,Corey Martin 1227,,donor1227@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1323,Jordan Carter,Jordan Carter 906,,donor906@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1324,Logan Murphy,Logan Murphy 1218,,donor1218@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1325,Payton Adams,Payton Adams 1225,,donor1225@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1326,Frankie Perez,Frankie Perez 1236,,donor1236@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1327,Alex Roberts,Alex Roberts 1240,,donor1240@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1328,Kendall Murphy,Kendall Murphy 1232,,donor1232@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1329,Kendall Thomas,Kendall Thomas 1392,,donor1392@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1331,Dylan Lopez,Dylan Lopez 743,,donor743@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1332,Jamie Flores,Jamie Flores 1246,,donor1246@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1333,Drew Campbell,Drew Campbell 1247,,donor1247@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1334,Elliot Rogers,Elliot Rogers 1254,,donor1254@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1335,Logan Walker,Logan Walker 1058,,donor1058@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1336,Jesse Murphy,Jesse Murphy 1257,,donor1257@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1337,Alex Perez,Alex Perez 1280,,donor1280@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1338,Avery Smith,Avery Smith 1212,,donor1212@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1339,Sawyer Phillips,Sawyer Phillips 1279,,donor1279@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1340,Sam Parker,Sam Parker 1285,,donor1285@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1341,Blake Young,Blake Young 1304,,donor1304@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1342,Hunter Nguyen,Hunter Nguyen 1309,,donor1309@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1343,Brooklyn Lopez,Brooklyn Lopez 1314,,donor1314@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1344,Robin Mitchell,Robin Mitchell 901,,donor901@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1345,Blake Mitchell,Blake Mitchell 1344,,donor1344@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1346,Skylar Allen,Skylar Allen 1369,,donor1369@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1347,Emerson Young,Emerson Young 1342,,donor1342@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1348,Jordan Scott,Jordan Scott 1281,,donor1281@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1349,Kendall Johnson,Kendall Johnson 1352,,donor1352@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1350,Milan Stewart,Milan Stewart 1357,,donor1357@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1351,Hunter Lewis,Hunter Lewis 589,,donor589@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1352,Morgan Cook,Morgan Cook 1363,,donor1363@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1353,Elliot Flores,Elliot Flores 1334,,donor1334@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1354,Emerson Stewart,Emerson Stewart 582,,donor582@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1355,Dylan Phillips,Dylan Phillips 1383,,donor1383@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1356,Corey Thomas,Corey Thomas 1387,,donor1387@example.com,,Individual,Living,,,$50.00 ,1,12/27/2015,$50.00 ,,,,,,,,,,,,,,
IND1357,Spencer Morris,Spencer Morris 1390,,donor1390@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1358,Brooklyn Carter,Brooklyn Carter 1394,,donor1394@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1359,Eden Thompson,Eden Thompson 1395,,donor1395@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1360,Phoenix Adams,Phoenix Adams 1398,,donor1398@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1361,Sam Brown,Sam Brown 1405,,donor1405@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1362,Jamie Lewis,Jamie Lewis 1406,,donor1406@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1363,Brooklyn Torres,Brooklyn Torres 914,,donor914@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1364,Sam Scott,Sam Scott 605,,donor605@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1366,Cameron Campbell,Cameron Campbell 1411,,donor1411@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1367,Aubrey Roberts,Aubrey Roberts 713,,donor713@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1368,Parker Cook,Parker Cook 1419,,donor1419@example.com,,Individual,Living,,,$250.00 ,1,1/31/2020,$250.00 ,,,,,,,,,,,,,,
IND1369,Sydney Hall,Sydney Hall 1420,,donor1420@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1370,Hunter Campbell,Hunter Campbell 1429,,donor1429@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1371,Corey Thomas,Corey Thomas 1427,,donor1427@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1372,Shannon Carter,Shannon Carter 1428,,donor1428@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1373,Kendall Murphy,Kendall Murphy 1432,,donor1432@example.com,,Individual,Living,"2532 Main St, City2432, ST, 90002432",ChildA-2432,,,,,,,,,,,,,,,,,,
IND1374,Frankie Wright,Frankie Wright 596,,donor596@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1375,Blake Brown,Blake Brown 264,,donor264@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1376,Harper Adams,Harper Adams 1455,,donor1455@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1377,Sawyer Rivera,Sawyer Rivera 1439,,donor1439@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1378,Taylor Stewart,Taylor Stewart 1242,,donor1242@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1379,Shannon Phillips,Shannon Phillips 948,,donor948@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1380,Parker Rivera,Parker Rivera 1459,,donor1459@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1381,Robin Murphy,Robin Murphy 1461,,donor1461@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1382,Jordan White,Jordan White 1441,,donor1441@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1383,Avery Phillips,Avery Phillips 1372,,donor1372@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1385,Shannon Murphy,Shannon Murphy 1468,,donor1468@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1386,Brooklyn Smith,Brooklyn Smith 114,,donor114@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1387,Cameron Morris,Cameron Morris 731,,donor731@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1388,Quinn Lopez,Quinn Lopez 168,,donor168@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1389,Frankie Nguyen,Frankie Nguyen 1476,,donor1476@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1390,Eden Carter,Eden Carter 1475,,donor1475@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1391,Jordan Smith,Jordan Smith 186,,donor186@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1392,Sam Morris,Sam Morris 1485,,donor1485@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1393,Jamie Clark,Jamie Clark 1486,,donor1486@example.com,,Individual,Living,,,$50.00 ,1,1/28/2020,$50.00 ,,,,,,,,,,,,,,
IND1394,Charlie Stewart,Charlie Stewart 1493,,donor1493@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1395,Elliot Morris,Elliot Morris 1494,,donor1494@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1396,Logan Rogers,Logan Rogers 1498,,donor1498@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1398,Sydney Perez,Sydney Perez 1500,,donor1500@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1399,Robin Thomas,Robin Thomas 1501,,donor1501@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1402,Casey Brown,Casey Brown 1324,,donor1324@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1403,Skylar Murphy,Skylar Murphy 1489,,donor1489@example.com,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1404,Elliot Young,Elliot Young 1404,,,,Individual,Living,,,$250.00 ,1,10/18/2011,$250.00 ,,,,,,,,,,,,,,
IND1405,Harper Mitchell,Harper Mitchell 1405,,,,Individual,Living,,,$465.00 ,16,12/31/2022,$30.00 ,,,,,,,,,,,,,,
IND1406,Emerson Flores,Emerson Flores 1406,,,,Individual,Living,,,$90.00 ,4,3/11/2013,$18.00 ,,,,,,,,,,,,,,
IND1407,Emerson Parker,Emerson Parker 1407,,,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1408,Kendall Cook,Kendall Cook 1408,,,,Individual,Living,,,$90.00 ,1,12/9/2016,$90.00 ,,,,,,,,,,,,,,
IND1411,Morgan Cook,Morgan Cook 1411,,,,Individual,Living,,,$200.00 ,2,8/16/2011,$100.00 ,,,,,,,,,,,,,,
IND1412,Harper Adams,Harper Adams 1412,,,,Individual,Living,,,,,,,,,,,,,,,,,,,,
IND1413,Corey Young,Corey Young 1413,,,,Individual,Living,,,$50.00 ,1,9/15/2015,$50.00 ,,,,,,,,,,,,,,
IND1416,Phoenix Mitchell,Phoenix Mitchell 1416,,,,Individual,Living,,,$50.00 ,1,6/19/2015,$50.00 ,,,,,,,,,,,,,,
IND1417,Drew Torres,Drew Torres 1417,,,,Individual,Living,,,$100.00 ,1,1/30/2020,$100.00 ,,,,,,,,,,,,,,
IND1418,Riley Cook,Riley Cook 1418,,,,Individual,Living,,,$20.00 ,1,2/29/2020,$20.00 ,,,,,,,,,,,,,,
IND1419,Jordan Murphy,Jordan Murphy 1419,,,,Individual,Living,,,$35.00 ,1,10/22/2007,$35.00 ,,,,,,,,,,,,,,
IND1420,Phoenix Rogers,Phoenix Rogers 1420,,,,Individual,Living,,,$300.00 ,3,12/22/2008,$100.00 ,,,,,,,,,,,,,,
IND1422,Aubrey White,Aubrey White 1422,,,,Individual,Living,,,$250.00 ,1,4/28/2017,$250.00 ,,,,,,,,,,,,,,
IND1423,Jesse Lopez,Jesse Lopez 1423,,,,Individual,Living,,,$50.00 ,1,12/30/2011,$50.00 ,,,,,,,,,,,,,,
IND1424,Brooklyn Nguyen,Brooklyn Nguyen 1424,,,,Individual,Living,,,$30.00 ,1,12/22/2008,$30.00 ,,,,,,,,,,,,,,
IND1425,Eden Walker,Eden Walker 1425,,,,Individual,Living,,,$40.00 ,1,2/18/2020,$40.00 ,,,,,,,,,,,,,,
IND1426,Riley Lewis,Riley Lewis 1426,,,,Individual,Dead,,,$10.00 ,1,1/8/2009,$10.00 ,,,,,,,,,,,,,,
IND1429,Harper Young,Harper Young 1429,,,,Individual,Living,,,$100.00 ,1,1/16/2020,$100.00 ,,,,,,,,,,,,,,
IND1434,Jordan Lewis,Jordan Lewis 1434,,,,Individual,Living,,,$10.00 ,1,11/29/2016,$10.00 ,,,,,,,,,,,,,,
IND1435,Blake Scott,Blake Scott 1435,,,,Individual,Living,,,$100.00 ,2,12/28/2009,$50.00 ,,,,,,,,,,,,,,
IND1436,Phoenix Perez,Phoenix Perez 1436,,,,Individual,Living,,,$40.00 ,1,12/23/2014,$40.00 ,,,,,,,,,,,,,,
IND1438,Morgan Lewis,Morgan Lewis 1438,,,,Individual,Living,,,$55.00 ,2,12/19/2007,$25.00 ,,,,,,,,,,,,,,
IND1440,Logan Phillips,Logan Phillips 1440,,,,Individual,Living,,,$50.00 ,1,1/30/2020,$50.00 ,,,,,,,,,,,,,,
IND1443,Spencer Allen,Spencer Allen 1443,,,,Individual,Living,,,$4.00 ,1,10/11/2012,$4.00 ,,,,,,,,,,,,,,
IND1444,Brooklyn Edwards,Brooklyn Edwards 1444,,,,Individual,Living,,,$100.00 ,1,7/28/2008,$100.00 ,,,,,,,,,,,,,,
IND1445,Casey Parker,Casey Parker 1445,,,,Individual,Living,,,$25.00 ,1,1/5/2007,$25.00 ,,,,,,,,,,,,,,
IND1446,Drew Clark,Drew Clark 1446,,,,Individual,Living,,,$525.00 ,8,5/15/2015,$25.00 ,,,,,,,,,,,,,,
IND1449,Dakota Collins,Dakota Collins 1449,,,,Individual,Living,,,$100.00 ,1,2/15/2020,$100.00 ,,,,,,,,,,,,,,
IND1452,Jesse Walker,Jesse Walker 1452,,,,Individual,Living,,,$400.00 ,4,1/19/2011,$50.00 ,,,,,,,,,,,,,,
IND1453,Cameron Scott,Cameron Scott 1453,,,,Individual,Living,,,$200.00 ,1,2/13/2020,$200.00 ,,,,,,,,,,,,,,
IND1454,Alex Perez,Alex Perez 1454,,,,Individual,Living,,,$25.00 ,1,11/1/2007,$25.00 ,,,,,,,,,,,,,,
IND1455,Charlie Johnson,Charlie Johnson 1455,,,,Individual,Living,,,$100.00 ,1,12/27/2011,$100.00 ,,,,,,,,,,,,,,
IND1456,Harper Young,Harper Young 1456,,,,Individual,Living,,,$65.00 ,1,2/15/2020,$65.00 ,,,,,,,,,,,,,,
